"","Date","forecast","actual","error"
"650",2019-02-09,19.5682865896942,20.6146611243775,1.04637453468327
"651",2019-02-10,19.5409864068785,19.7062882344273,0.165301827548813
"652",2019-02-11,15.9569881000676,20.8889851756731,4.93199707560549
"653",2019-02-12,16.0774532594547,20.2058663616192,4.12841310216454
"654",2019-02-13,16.1169583938945,19.7061970526897,3.58923865879524
"655",2019-02-14,16.0542560787977,19.5993012884745,3.54504520967685
"656",2019-02-15,16.037244303801,19.1841571853966,3.14691288159561
"657",2019-02-16,16.0014091761121,18.7070246105648,2.70561543445277
"658",2019-02-17,16.068756277479,17.8664626417197,1.79770636424067
"659",2019-02-18,16.4306684287466,17.3811456303821,0.950477201635483
"660",2019-02-19,16.6141440468411,16.3186539799515,-0.295490066889627
"661",2019-02-20,16.6099495697933,16.2451616615554,-0.364787908237936
"662",2019-02-21,16.812970662093,15.924748728631,-0.888221933462063
"663",2019-02-22,16.8305911066124,15.2075688303405,-1.6230222762719
"664",2019-02-23,16.7507629269901,14.2365633239133,-2.51419960307689
"665",2019-02-24,16.607111223724,14.6576382580002,-1.94947296572382
"666",2019-02-25,15.3630787072285,16.2450271973602,0.881948490131718
"667",2019-02-26,15.5090539514888,16.9358250215714,1.4267710700826
"668",2019-02-27,16.6281583381437,16.6417590198457,0.0136006817019272
"669",2019-02-28,16.7551803732061,16.576818298258,-0.178362074948136
"670",2019-03-01,16.920771738056,16.9082728343974,-0.0124989036586314
"671",2019-03-02,16.7577738232959,16.3868110076456,-0.370962815650334
"672",2019-03-03,16.6627959169566,17.3174661270339,0.65467021007732
"673",2019-03-04,16.9525347999814,17.4848688368712,0.532334036889822
"674",2019-03-05,17.0263325717644,18.3900793299215,1.36374675815715
"675",2019-03-06,18.1989461935942,19.4428729835278,1.24392678993356
"676",2019-03-07,18.1603712506068,19.7074431448456,1.54707189423874
"677",2019-03-08,18.2142961142023,19.1004476932579,0.886151579055596
"678",2019-03-09,18.182531671286,18.5708118777973,0.388280206511325
"679",2019-03-10,18.1552314884702,18.4371469275735,0.281915439103287
"680",2019-03-11,15.6990741503507,17.8381751733676,2.13910102301694
"681",2019-03-12,15.8195393097378,17.5759211594982,1.75638184976044
"682",2019-03-13,16.3897816922821,18.5034474667384,2.1136657744563
"683",2019-03-14,16.4713177271281,17.0231716693993,0.551853942271205
"684",2019-03-15,16.4543059521314,17.3349179358474,0.880611983715987
"685",2019-03-16,16.4184708244425,18.1201245009796,1.70165367653708
"686",2019-03-17,16.4858179258094,19.9489145409012,3.46309661509181
"687",2019-03-18,16.6514508554853,21.1578013776291,4.50635052214381
"688",2019-03-19,16.8349264735798,20.7523772674188,3.91745079383893
"689",2019-03-20,16.5653633724798,20.2569870860253,3.6916237135455
"690",2019-03-21,16.7285945751401,20.5548281191433,3.82623354400318
"691",2019-03-22,16.7462150196594,19.6936418696118,2.94742684995236
"692",2019-03-23,16.6663868400372,18.9461505200429,2.27976368000567
"693",2019-03-24,16.5227351367711,18.9320584784394,2.40932334166837
"694",2019-03-25,18.6545478508986,19.6838938001643,1.02934594926566
"695",2019-03-26,18.8005230951589,19.5235822961511,0.723059200992214
"696",2019-03-27,19.6542588577616,20.228095712459,0.573836854697422
"697",2019-03-28,19.651963751496,19.9562480554623,0.304284303966323
"698",2019-03-29,19.7160457807657,19.2749482110253,-0.441097569740318
"699",2019-03-30,19.592046331402,18.8145523541433,-0.777493977258708
"700",2019-03-31,19.5709821838359,18.7893881658119,-0.781594018024052
"701",2019-04-01,18.8995230828918,19.4374371125469,0.537914029655123
"702",2019-04-02,18.8955418753345,18.9584421435432,0.0629002682086224
"703",2019-04-03,20.3041455542311,19.4473667720597,-0.856778782171371
"704",2019-04-04,20.4117158773921,18.0571774302949,-2.35453844709717
"705",2019-04-05,20.3903542793164,17.8142032358713,-2.5761510434451
"706",2019-04-06,20.3365162103947,17.8698669770016,-2.46664923339306
"707",2019-04-07,20.1976603268066,16.8530776188415,-3.34458270796514
"708",2019-04-08,20.9546940062761,16.1832314093342,-4.77146259694187
"709",2019-04-09,21.0819462705625,15.9605728965874,-5.12137337397509
"710",2019-04-10,20.4352786805646,17.3197270648605,-3.1155516157041
"711",2019-04-11,20.4621287154463,16.8837488996716,-3.57837981577464
"712",2019-04-12,20.4874345049747,16.7722489876979,-3.71518551727683
"713",2019-04-13,20.3619624448719,16.2152690686821,-4.14669337618984
"714",2019-04-14,20.3282963305025,17.4036475431875,-2.92464878731503
"715",2019-04-15,18.8717066694277,18.1473557397325,-0.724350929695227
"716",2019-04-16,18.9948882489417,17.5219672805539,-1.47292096838778
"717",2019-04-17,18.4428679431263,19.3698098981096,0.926941954983235
"718",2019-04-18,18.3637326146689,18.9794251062608,0.615692491591929
"719",2019-04-19,18.4520488629048,20.24027109776,1.78822223485516
"720",2019-04-20,18.2828771913144,19.2434494099392,0.960572218624758
"721",2019-04-21,18.3458274533741,19.196773457144,0.850946003769955
"722",2019-04-22,17.4682657863493,19.6698315805725,2.20156579422315
"723",2019-04-23,17.5474543139299,20.1042450541267,2.55679074019677
"724",2019-04-24,18.9073841958996,19.2943054497966,0.386921253896919
"725",2019-04-25,18.9981586461421,18.2499610138128,-0.748197632329223
"726",2019-04-26,19.0489745205437,18.1963641327078,-0.852610387835906
"727",2019-04-27,18.9416272164471,18.3910550020912,-0.550572214355874
"728",2019-04-28,18.8489986419907,17.7189706019239,-1.13002804006676
"729",2019-04-29,18.6846277400346,17.85105295377,-0.833574786264631
"730",2019-04-30,18.7196449978738,18.6045687174684,-0.115076280405432
"731",2019-05-01,18.7398756258199,17.9498032200709,-0.790072405748951
"732",2019-05-02,18.6604236450235,18.5554189624652,-0.105004682558281
"733",2019-05-03,18.6410643464604,18.346185445468,-0.294878900992362
"734",2019-05-04,18.6501675270429,17.6552906098306,-0.994876917212309
"735",2019-05-05,18.5531873211911,17.9580673610441,-0.595119960146928
"736",2019-05-06,19.4338281601043,17.5422219721606,-1.89160618794373
"737",2019-05-07,19.4657502541511,17.3924442143878,-2.07330603976334
"738",2019-05-08,20.4169008471018,17.1546486772367,-3.26225216986502
"739",2019-05-09,20.5034984915836,16.8686767830578,-3.63482170852582
"740",2019-05-10,20.551816916544,17.0223826404132,-3.52943427613086
"741",2019-05-11,20.4801998088472,16.9141920291801,-3.5660077796671
"742",2019-05-12,20.4298869905995,16.9138566668457,-3.51603032375381
"743",2019-05-13,17.0236072443224,18.0799481334981,1.05634088917565
"744",2019-05-14,17.1607191075878,19.6023522828182,2.44163317523038
"745",2019-05-15,18.0409330619463,19.0373641001928,0.996431038246488
"746",2019-05-16,18.0786963958113,18.0991749721773,0.020478576366056
"747",2019-05-17,18.2216621049543,16.9840409744031,-1.2376211305512
"748",2019-05-18,18.0739020511479,16.4701176964509,-1.60378435469702
"749",2019-05-19,18.0865996916077,17.3261082807348,-0.760491410872831
"750",2019-05-20,17.0933025168129,19.036019618276,1.94271710146317
"751",2019-05-21,17.3270307565073,18.949138048814,1.62210729230662
"752",2019-05-22,18.5072455544341,17.9324070049088,-0.574838549525289
"753",2019-05-23,18.3368825416033,19.0010144445161,0.664131902912878
"754",2019-05-24,18.2688494461133,18.5545332889548,0.285683842841554
"755",2019-05-25,18.2313143365476,19.4781706258385,1.24685628929082
"756",2019-05-26,18.2065116031731,19.3599169757714,1.15340537259825
"757",2019-05-27,23.5916845002525,18.8671236177097,-4.7245608825428
"758",2019-05-28,23.6698339034309,19.7105537282929,-3.95928017513797
"759",2019-05-29,25.6926161582647,20.7833094300295,-4.90930672823526
"760",2019-05-30,25.7964009928076,23.5478446756271,-2.24855631718053
"761",2019-05-31,25.8509554530177,25.3632171015769,-0.487738351440747
"762",2019-06-01,25.9284370238635,25.9477597334508,0.0193227095872786
"763",2019-06-02,25.7536778386715,24.2911389547747,-1.46253888389673
"764",2019-06-03,21.9168571190158,23.0662478383928,1.14939071937695
"765",2019-06-04,22.0849770068012,22.7473480113213,0.662371004520182
"766",2019-06-05,21.3686293937671,22.4411601704156,1.07253077664854
"767",2019-06-06,21.4928382467027,23.0610673567824,1.56822911007973
"768",2019-06-07,21.4296009708908,24.1897819682398,2.76018099734902
"769",2019-06-08,21.4196684971421,23.8257994107806,2.40613091363853
"770",2019-06-09,21.3761427837937,24.5941354579182,3.21799267412441
"771",2019-06-10,22.3248527918226,26.4938046212847,4.16895182946209
"772",2019-06-11,22.4122523913286,27.8743002515819,5.46204786025329
"773",2019-06-12,22.2733094140032,27.4515562314554,5.17824681745216
"774",2019-06-13,22.2512782326839,27.217031732939,4.9657535002551
"775",2019-06-14,22.2932307260906,26.2924691943038,3.99923846821321
"776",2019-06-15,22.2123616137497,26.1370716587595,3.92471004500982
"777",2019-06-16,22.1647652156289,27.6301059260588,5.4653407104299
"778",2019-06-17,20.3670919469465,27.1780974519741,6.8110055050276
"779",2019-06-18,20.3783486003429,27.1622496558161,6.78390105547327
"780",2019-06-19,21.0985219538817,26.3012696833509,5.20274772946917
"781",2019-06-20,21.0278174248698,26.9939681086828,5.96615068381298
"782",2019-06-21,21.1663862947056,25.7336506599882,4.56726436528253
"783",2019-06-22,21.1201494018808,25.4389586071891,4.31880920530831
"784",2019-06-23,21.0285599518266,27.154241918614,6.1256819667874
"785",2019-06-24,21.2998815616702,28.2731025651249,6.97322100345471
"786",2019-06-25,21.4213631593073,27.9624543599149,6.54109120060754
"787",2019-06-26,21.5732988909074,28.8430580111217,7.26975912021431
"788",2019-06-27,21.5544712569794,28.775613370232,7.22114211325257
"789",2019-06-28,21.5374612902991,27.4463643006134,5.90890301031426
"790",2019-06-29,21.5376859822246,28.6658551565643,7.12816917433972
"791",2019-06-30,21.401925262429,29.0237867440392,7.62186148161018
"792",2019-07-01,21.9489282901366,29.6802838045161,7.73135551437943
"793",2019-07-02,21.9449470825794,30.1442611001548,8.19931401757539
"794",2019-07-03,23.8842880095804,29.6711202121424,5.78683220256195
"795",2019-07-04,23.9918583327415,29.064630595171,5.07277226242953
"796",2019-07-05,23.9704967346658,28.6706601475573,4.70016341289152
"797",2019-07-06,23.916658665744,27.2202073357527,3.30354867000869
"798",2019-07-07,23.777802782156,26.9281907488925,3.15038796673651
"799",2019-07-08,24.7054024966739,28.1531354889811,3.44773299230722
"800",2019-07-09,24.8326547609604,31.9424846498626,7.10982988890225
"801",2019-07-10,26.3089361633805,31.9086858778736,5.59974971449314
"802",2019-07-11,26.3258387258523,32.2639910076437,5.9381522817914
"803",2019-07-12,26.3511445153808,32.4596717270322,6.10852721165144
"804",2019-07-13,26.225672455278,31.8260979888697,5.60042553359168
"805",2019-07-14,26.1920063409086,33.8024101497601,7.61040380885148
"806",2019-07-15,28.0477310712364,36.5886173377793,8.54088626654288
"807",2019-07-16,28.1709126507504,37.9735279507569,9.80261530000658
"808",2019-07-17,27.0881550968305,36.8572457146964,9.76909061786587
"809",2019-07-18,26.9841510873484,35.4478660575207,8.46371497017225
"810",2019-07-19,27.0724673355843,34.565636772919,7.4931694373347
"811",2019-07-20,26.9032956639939,32.9075858310855,6.00429016709157
"812",2019-07-21,26.9662459260536,32.3221789645987,5.35593303854506
"813",2019-07-22,27.4057676034762,33.5676046474308,6.1618370439546
"814",2019-07-23,27.4849561310568,34.7621962756363,7.27724014457956
"815",2019-07-24,28.5795173889742,34.6812205735854,6.1017031846112
"816",2019-07-25,28.6155807409625,35.4011229276986,6.78554218673613
"817",2019-07-26,28.6663966153641,35.2634330934827,6.59703647811859
"818",2019-07-27,28.5590493112675,34.7783584460041,6.21930913473662
"819",2019-07-28,28.466420736811,33.1384897703238,4.67206903351271
"820",2019-07-29,30.9273873748583,33.9794105886979,3.0520232138395
"821",2019-07-30,30.9624046326975,34.366657741602,3.40425310890448
"822",2019-07-31,31.3834475741582,34.8693251222739,3.48587754811563
"823",2019-08-01,31.4748427720989,34.850179112492,3.37533634039309
"824",2019-08-02,31.375702194683,33.6941647834926,2.31846258880963
"825",2019-08-03,31.2924855587756,32.8250316008132,1.53254604203756
"826",2019-08-04,31.2898274689262,31.1070290727481,-0.18279839617804
"827",2019-08-05,31.6306574047776,31.1976667469283,-0.432990657849331
"828",2019-08-06,31.7358360430587,33.178653407174,1.44281736411532
"829",2019-08-07,29.1200323839226,32.6771611346001,3.55712875067749
"830",2019-08-08,29.2483569423918,32.2069882438321,2.95863130144027
"831",2019-08-09,29.2804498368197,32.7424291843255,3.46197934750587
"832",2019-08-10,29.2649109244359,33.1358348495795,3.8709239251436
"833",2019-08-11,29.1815325463071,35.1753680616131,5.99383551530602
"834",2019-08-12,28.4933672300714,35.4909386166841,6.9975713866127
"835",2019-08-13,28.5269118771714,35.9852635273494,7.45835165017795
"836",2019-08-14,29.9968273480379,36.4032424451614,6.40641509712353
"837",2019-08-15,30.1039526299641,37.3245830495485,7.22063041958438
"838",2019-08-16,30.1319748396194,36.8482164055846,6.71624156596518
"839",2019-08-17,30.2110832114183,36.6707590931379,6.45967588171955
"840",2019-08-18,30.0515618871799,36.9298983656868,6.87833647850692
"841",2019-08-19,29.8415877290641,37.5043064964319,7.66271876736774
"842",2019-08-20,29.8314327646766,37.0575619767173,7.22612921204074
"843",2019-08-21,29.275015619554,37.8617570185799,8.58674139902592
"844",2019-08-22,29.3222721331028,35.9336164570935,6.61134432399076
"845",2019-08-23,29.3063012908247,34.0717271405261,4.76542584970134
"846",2019-08-24,29.1744108579906,32.333988969284,3.15957811129341
"847",2019-08-25,29.1251144779929,30.9800698517413,1.85495537374831
"848",2019-08-26,33.8843194453174,30.612064263602,-3.27225518171545
"849",2019-08-27,33.9359888484236,30.4686991225138,-3.46728972590979
"850",2019-08-28,31.1010438743669,32.5904031927127,1.48935931834583
"851",2019-08-29,31.0903135123625,32.0751709372957,0.984857424933182
"852",2019-08-30,31.0301714003431,30.885157262312,-0.14501413803103
"853",2019-08-31,31.0208685232089,30.1559446813271,-0.864923841881843
"854",2019-09-01,31.0865888236228,30.9442691068209,-0.142319716801865
"855",2019-09-02,31.5619619189346,30.7255275782752,-0.83643434065938
"856",2019-09-03,31.6377619902301,33.9882853720132,2.3505233817831
"857",2019-09-04,30.7503678691462,32.2204225422522,1.47005467310599
"858",2019-09-05,30.8630908004033,31.630788738872,0.767697938468672
"859",2019-09-06,30.8731100688258,29.5923256397622,-1.28078442906353
"860",2019-09-07,30.7460154556697,28.5905395885813,-2.15547586708843
"861",2019-09-08,30.724321711489,28.7272964214948,-1.99702528999427
"862",2019-09-09,27.6100052781886,29.0067127077752,1.3967074295866
"863",2019-09-10,27.7534830730076,30.8093756911532,3.05589261814553
"864",2019-09-11,26.2546314155398,29.9110256358609,3.65639422032107
"865",2019-09-12,26.3692581085568,28.907743584992,2.53848547643525
"866",2019-09-13,26.3076433857982,28.9039240981927,2.59628071239451
"867",2019-09-14,26.2857385418608,28.8804101703373,2.59467162847652
"868",2019-09-15,26.1931081590879,27.6779773567103,1.48486919762242
"869",2019-09-16,27.6392974073902,26.2429391681735,-1.39635823921672
"870",2019-09-17,27.8774224863919,29.5691040347196,1.6916815483277
"871",2019-09-18,25.77169063471,29.631575711942,3.85988507723206
"872",2019-09-19,25.8946166881802,29.1874496549867,3.29283296680648
"873",2019-09-20,25.789302353934,27.6756536825877,1.88635132865374
"874",2019-09-21,25.8640138864256,28.3760013879807,2.51198750155509
"875",2019-09-22,25.8060157231688,26.7571212769423,0.951105553773431
"876",2019-09-23,24.9210849773524,26.8757515747869,1.95466659743446
"877",2019-09-24,24.9482112517211,26.4384914488039,1.49028019708283
"878",2019-09-25,25.6063905848026,25.7882121328996,0.181821548097069
"879",2019-09-26,25.6918162644385,25.2819551622676,-0.409861102170883
"880",2019-09-27,25.6483262976861,23.8793987492862,-1.76892754839983
"881",2019-09-28,25.5674589936616,22.9466468493433,-2.62081214431829
"882",2019-09-29,25.5559224151551,23.3941151013959,-2.16180731375925
"883",2019-09-30,25.403564795545,24.9913858932842,-0.412178902260827
"884",2019-10-01,25.6832035602036,24.7328750218215,-0.950328538382127
"885",2019-10-02,25.6851828399861,25.7542450200758,0.0690621800896665
"886",2019-10-03,25.6755646656326,24.9227054184697,-0.752859247162952
"887",2019-10-04,25.7485251835593,24.0320889849921,-1.71643619856723
"888",2019-10-05,25.6633062481395,22.6023218661927,-3.06098438194673
"889",2019-10-06,25.5977069087858,21.9093361168973,-3.68837079188844
"890",2019-10-07,22.1703835614954,20.9637892275455,-1.20659433394988
"891",2019-10-08,22.3194677949496,22.2698860893419,-0.0495817056076611
"892",2019-10-09,22.4526805465758,24.1786952021946,1.72601465561876
"893",2019-10-10,22.5505299853853,23.068399586019,0.517869600633691
"894",2019-10-11,22.5427702150327,22.0965276191375,-0.446242595895214
"895",2019-10-12,22.5042186672169,23.6184054096065,1.11418674238952
"896",2019-10-13,22.3669853366822,23.657732976838,1.29074764015579
"897",2019-10-14,21.204754597195,22.6667143386909,1.46195974149587
"898",2019-10-15,21.282902192057,22.4525771915956,1.16967499953869
"899",2019-10-16,20.3505697627016,23.733971016268,3.38340125356637
"900",2019-10-17,20.5530139581036,23.6144533349666,3.06143937686292
"901",2019-10-18,20.4691112416414,22.1852970681692,1.71618582652783
"902",2019-10-19,20.4935701525331,22.1744733027157,1.68090315018259
"903",2019-10-20,20.3126372105108,22.4469154384984,2.13427822798769
"904",2019-10-21,22.3366733840981,21.8943622034186,-0.442311180679511
"905",2019-10-22,22.4494531984761,20.6540132271451,-1.795439971331
"906",2019-10-23,21.4731277171874,21.2464921689735,-0.226635548213885
"907",2019-10-24,21.4446781631366,21.5635727954556,0.118894632318959
"908",2019-10-25,21.4710003909152,21.4504869718192,-0.0205134190960337
"909",2019-10-26,21.4579589279727,22.5168480140736,1.05888908610097
"910",2019-10-27,21.338850353444,22.4819001729477,1.1430498195037
"911",2019-10-28,18.2461684179126,21.6289481591119,3.38277974119931
"912",2019-10-29,18.4054098170409,21.373832306383,2.96842248934206
"913",2019-10-30,18.1810189381676,22.2079257218723,4.02690678370474
"914",2019-10-31,18.2801306760218,21.2648916641225,2.98476098810074
"915",2019-11-01,18.4214695842118,21.6437003309927,3.22223074678091
"916",2019-11-02,18.2584716694517,20.3410043045133,2.08253263506158
"917",2019-11-03,18.1634937631124,19.0817239601522,0.918230197039811
"918",2019-11-04,22.5020905404238,19.6647860433401,-2.83730449708371
"919",2019-11-05,22.5758883122068,18.5780031598729,-3.99788515233389
"920",2019-11-06,21.6255529416185,18.742162907083,-2.88339003453551
"921",2019-11-07,21.6068729434508,19.7171898745164,-1.88968306893443
"922",2019-11-08,21.6607978070463,26.3222146845551,4.66141687750875
"923",2019-11-09,21.62903336413,26.5988375097907,4.96980414566071
"924",2019-11-10,21.6017331813142,27.9541305090074,6.3523973276932
"925",2019-11-11,23.041653030413,25.9002000682868,2.85854703787383
"926",2019-11-12,23.1621181898001,25.7833840628239,2.62126587302378
"927",2019-11-13,23.4669919482921,25.332713337798,1.86572138950586
"928",2019-11-14,23.5684229279579,25.0716962707741,1.50327334281629
"929",2019-11-15,23.5514111529611,26.6251605691122,3.07374941615108
"930",2019-11-16,23.5155760252722,24.4951477235832,0.979571698310988
"931",2019-11-17,23.5829231266392,23.9771359056966,0.394212779057423
"932",2019-11-18,34.3943762252255,22.8629650332409,-11.5314111919846
"933",2019-11-19,34.57785184332,23.2867278305816,-11.2911240127384
"934",2019-11-20,34.0429201181677,23.6109896041351,-10.4319305140326
"935",2019-11-21,34.2409674742625,22.9965104358043,-11.2444570384582
"936",2019-11-22,34.2585879187818,23.3607896009399,-10.8977983178419
"937",2019-11-23,34.1787597391596,22.3127264328647,-11.8660333062948
"938",2019-11-24,34.0351080358934,22.5221083182355,-11.5129997176579
"939",2019-11-25,33.3625555200205,24.2907396527767,-9.07181586724379
"940",2019-11-26,33.5085307642808,23.4842804805546,-10.0242502837262
"941",2019-11-27,33.5661606547267,25.2087380421102,-8.35742261261651
"942",2019-11-28,33.5837604932808,28.4816389987414,-5.1021214945394
"943",2019-11-29,33.6478425225504,27.9599078788421,-5.68793464370837
"944",2019-11-30,33.5238430731868,27.0359152485347,-6.4879278246521
"945",2019-12-01,33.6327038602106,28.7906420286519,-4.84206183155863
"946",2019-12-02,33.5637471929575,28.1337906663598,-5.42995652659777
"947",2019-12-03,33.639547264253,30.192687413051,-3.44685985120205
"948",2019-12-04,32.7521531431691,35.2172724200069,2.46511927683782
"949",2019-12-05,32.7604276141228,33.5174906264064,0.757063012283545
"950",2019-12-06,32.7704468825453,35.4104913762939,2.64004449374859
"951",2019-12-07,32.6433522693892,36.3920520661904,3.74869979680116
"952",2019-12-08,32.6216585252085,36.9054879008951,4.28382937568658
"953",2019-12-09,32.5521904930309,36.4378488688235,3.88565837579262
"954",2019-12-10,32.6956682878499,36.0916209593176,3.39595267146769
"955",2019-12-11,32.7890283746957,34.4946912825722,1.70566290787651
"956",2019-12-12,32.8688389142782,36.0519159799665,3.18307706568825
"957",2019-12-13,32.8072241915196,37.6485627015691,4.84133851004955
"958",2019-12-14,32.7853193475822,37.3990776854436,4.61375833786145
"959",2019-12-15,32.6926889648093,37.3383514706081,4.64566250579884
"960",2019-12-16,26.9742208348041,39.0136833529595,12.0394625181553
"961",2019-12-17,27.2123459138058,37.3613886847227,10.1490427709169
"962",2019-12-18,27.7603003026465,35.2300775899449,7.4697772872984
"963",2019-12-19,27.8981475647315,33.7996713827493,5.9015238180178
"964",2019-12-20,27.7928332304853,32.5452976721294,4.75246444164405
"965",2019-12-21,27.8675447629769,31.269673858359,3.40212909538207
"966",2019-12-22,27.8095465997201,28.9008999496903,1.09135334997015
"967",2019-12-23,24.2069955050273,28.8664279537151,4.6594324486878
"968",2019-12-24,24.2341217793959,28.0227137174179,3.78859193802192
"969",2019-12-25,25.1576697365296,26.4632966200244,1.30562688349479
"970",2019-12-26,25.218226735141,25.8934328904225,0.675206155281479
"971",2019-12-27,25.1747367683885,26.0979582591887,0.923221490800145
"972",2019-12-28,25.0938694643641,25.6965215984536,0.602652134089492
"973",2019-12-29,25.0823328858576,24.0063998705773,-1.07593301528028
"974",2019-12-30,17.1828528710395,22.7890878809311,5.60623500989165
